Dataset (indv datasets within larger group),Full name dataset (top of page),CxG Link,h5ad link,Reference_DOI,Bionetworks reference,Standard category present? (T/F),Standard category cell_type present? (T/F),Author Category Cell Type Field Name,Content,Value type(s),Notes,Study Short Name,CxG Dataset Collection X,Is the dataset Normal or Normal/Diseased,Stage
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,celltype.broad_clustering_annot,Cell types ,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,celltype.final,Cell types ,"Normal, abbreviations",,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR.top10,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGH.C.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGH.CDR3.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGH.D.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGH.J.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGH.V.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGH.clonotype.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGK.C.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGK.CDR3.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGK.J.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGK.V.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGK.clonotype.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGL.C.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGL.CDR3.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGL.J.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGL.V.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGL.clonotype.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,Day,Other,Normal,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,DayFactor,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab.top10,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRA.C.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRA.CDR3.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRA.J.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRA.V.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRA.clonotype.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRB.C.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRB.CDR3.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRB.D.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRB.J.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRB.V.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRB.clonotype.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/bc260987-8ee5-4b6e-8773-72805166b3f7.cxg/,https://datasets.cellxgene.cziscience.com/d410890b-4646-4976-abde-1dec006cd76a.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRgd_TRD.C.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
